DC_Real_Property_ID,Address_of_Record,Owner_of_Record,Ward,Year,Property_Name,Address_1,Postal_Code,Primary_Property_Type,Year_Built,_Reported_Building_Gross_Floor_Area_ft_,Site_EUI_kBtu/ft,Weather_Normalized_Source_EUI_kBtu/ft,ENERGY_STAR_Score,Total_GHG_Emissions_MtCO2e,Electricity_Use_-_Grid_Purchase_and_Onsite_kWh,Natural_Gas_Use_therms
80806,2500 VIRGINIA AV NW,WATERGATE EAST INC,2,2011,"Watergate East, Inc.","2500 Virginia Avenue, N.W.",20037,Multifamily Housing,1966,"400,000",28.2,94,0,1594.09,3295396,
80808,2600 VIRGINIA AV NW,GREENPENZ 2600 VIRGINIA AVENUE LLC,2,2011,Watergate Building,2600 Virginia Avenue,20037,Office,1963,"217,716",0,,0,0,,
80811,0600 NEW HAMPSHIRE AV NW,WATERGATE HOLDINGS I LLC,2,2011,0600 New Hampshire Avenue NW (Watergate),600 New Hampshire Ave NW,20037,Office,1972,"266,215",0,,0,0,,
140068,2550 M ST NW,CARR CRHP DC/VA PROPERTIES LLC,2,2011,Westbridge Office Building,2550 M Street NW,20037,Office,1978,"208,325",67.1,226.4,81,1980.52,4099016.5,
240112,1250 24TH ST NW,WORLD WILDLIFE FUND INC,2,2011,WWF,"1250 24th Street, NW",20037,Office,1985,"331,053",68.1,213.7,82,2222.6,5143987,
240113,2400 N ST NW,AMERICAN COLLEGE OF CARDIOLOGY FOUNDATION,2,2011,American College of Cardiology Heart House,2400 N Street NW,20037,Office,1985,"219,951",82.2,249.9,61,1712.1,3885859,6244.538
240870,2401 M ST NW,LHCW HOTEL HOLDING (2002) LLC,2,2011,"Fairmont Washington, D.C., Georgetown","2401 M Street, NW",20037,Hotel,1985,"388,390",126.1,300,22,4867.6,9086807,177354.232
240871,2445 M ST NW,WRIT 2445 M LLC,2,2011,2445 M Street,2445 M Street N.W.,20037,Office,1986,"321,803",77.1,265.9,79,3515.41,7275747.3,
250808,2400 M ST NW,EQR-JBG 2400 RESIDENTIAL LLC,2,2011,2400 M Street,2400 M STREET NW,20037,Multifamily Housing,2006,"267,750",0,,0,0,,
251782,2425 L ST NW,THE COLUMBIA RESIDENCES CONDO,2,2011,The Columbia Residences,2425 L Street NW,20037,Multifamily Housing,2006,"549,021",0,,0,0,,
310837,2475 VIRGINIA AV NW,POTOMAC PLAZA APARTMENTS INC,2,2011,Potomac Plaza,"2475 Virginia Avenue, N.W.",20037,Multifamily Housing,1957,"316,550",0,,0,0,,
330087,2400 VIRGINIA AV NW,COLUMBIA PLAZA LP,2,2011,Columbia Plaza All Bldgs,2400 Virginia Ave NW,20037,Multifamily Housing,1968,"988,819",0,,0,0,,
360048,2300 N ST NW,TR 2300 N STREET CORP,2,2011,2300 N Street,2300 N Street,20037,Office,1986,"440,964",96.2,,46,3710.6,8587619,
360859,1201 24TH ST,HYATT EQUITIES LLC,2,2011,Park Hyatt Washington,1201 24th Street NW,20037,Hotel,1986,"421,400",88.5,,26,3472.8,7069567,78770.59
410040,2300 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2011,Ross Hall,"2300 I St, NW",20052,College/University,1973,"420,653",710.1,951.1,0,20596.99,15586360.4,2453816.6
430026,616 23RD ST,GEORGE WASHINGTON UNIVERSITY,2,2011,Ivory Tower,"616 23rd St, NW",20052,College/University,2004,"283,531",89.6,228.2,31,0,5093633.8,78195.2
500085,1250 22ND ST NW,EMBASSY/SHAW D C VENTURE,2,2011,Embassy Suites Hotels,1250 22nd street NW,20037,Hotel,1987,"306,123",35.9,37.6,100,584.79,0,109922.9
500086,1255 23RD ST,CAPITOL 50 ASSOCIATES,2,2011,Floyd Akers Building (DDOE),1255 23rd Street NW,20037,Office,1983,"347,805",60.2,200.9,84,2967.32,6141375,
560030,2201 G ST NW,GEORGE WASHINGTON UNIVERSITY,2,2011,"Funger, Duques, & Tompkins Halls","2201 G St and 725 23rd St, NW",20052,College/University,1970,"344,663",110.1,282.3,0,4291.54,7534905.2,122352.2
670059,2100 MASSACHUSETTS AV,NOIRO SOUTH LLC,2,2011,Fairfax at Embassy Row,2100 Massachusetts Ave NW,20008,Hotel,1927,"222,519",112,235,44,2204.7,3633695,119567.646
700195,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2,2011,1200 New Hampshire,1200 New Hampshire Avenue,20036,Office,1979,"386,378",0,,0,0,,
713159,1177 22ND ST NW,22 WEST CONDO,2,2011,22 West A Condominium,"1177 22nd St, NW",20037,Multifamily Housing,2008,"225,414",77.7,181,0,1759.95,2743963.6,81606.7
720075,2106 M ST NW,HINES VAF 11 2100 M STREET LP,2,2011,2100 M Street,"2100 M Street, NW, Suite 620",20037,Office,1969,"325,821",57.1,195.2,84,2635.44,5454487.4,
720075,2106 M ST NW,HINES VAF 11 2100 M STREET LP,2,2011,2100 M Street II,2100 M Street,20037,Office,1969,"325,821",0,,0,0,,
720076,2101 L ST NW,CESC 2101 L STREET LLC,2,2011,2101 L St NW,2101 L St NW,20037,Office,1975,"475,836",77.7,244,75,3752.8,8685352,
730084,2121 - 2115 K ST NW,2121 K LLC,2,2011,2121 K Street,2121 K Street NW,20037,Office,1981,"224,547",50,156.1,83,1225.7,2836811,
760083,2021 K ST NW,2021 K L.L.C,2,2011,"2021 K Street, NW","2021 K St, NW",20006,Office,1972,"205,579",101.1,317.3,51,1901.5,4400857,
760085,2000 L ST NW,TRIZECHAHN LLC - 2000 L STREET,2,2011,2000L,2000L St N.W,20036,Office,1968,"427,334",0,,0,0,,
760091,2001 K ST NW,2001 K STREET LLC,2,2011,2001 K St,2001 K St NW,20006,Office,1998,"282,955",83.2,277.9,63,3333.49,6899230,
770059,0801 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,2011,Academic Center,"801 22nd St, NW",20052,College/University,1982,"249,606",118.9,318.1,0,3469.44,6265366.7,83123.4
770060,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,2011,Marvin Center,"800 21st St, NW",20052,College/University,1970,"325,060",148.5,327.2,0,4864.83,7611810.4,222521.9
780847,2020 K ST NW,2020 K CORPORATION,2,2011,2020 K Street,2020 K Street N.W.,20006,Office,1976,"419,991",75.2,253.4,69,4782.73,9259314.3,
790064,2130 H ST,GEORGE WASHINGTON UNIVERSITY,2,2011,Gelman Library,2130 H St.,20052,Office,1973,"244,288",84.1,271.4,0,2907.89,6018378,
800056,2135 F ST,GEORGE WASHINGTON UNIVERSITY,2,2011,Residence Hall at Square 80,"2135 F St, NW",20052,College/University,2009,"214,829",98.3,219.5,55,2095.65,3223479.6,101159.2
850060,1909 K ST NW,NINA JO ASSOCIATES LLC,2,2011,The Millennium Building,1909 K Street,20006,Office,1999,"242,937",72.8,245.3,76,2504.62,5183746.5,
850844,1999 K ST,DEKA USA K STREET LP,2,2011,1999 K Street NW,1999 K Street NW,20006,Office,2009,"330,374",61,189.7,77,2196.1,5049980,2649.156
860042,1990 K ST NW,CONSORTIUM TWO 1990 K ST LLC,2,2011,1990 K Street,1990 K Street,20006,Office,1977,"269,000",71.7,239.6,67,2732.37,5654417,
940031,2015 MASSACHUSETTS AV NW,AREP EMBASSY ROW LLC,2,2011,2015 Massachusetts Avenue NW,2015 Massachusetts Avenue NW,20036,Hotel,1900,"283,072",42.7,124.7,85,1460.21,2709721,28376
990049,2000 N ST NW,ASN DUPONT CIRCLE LLC,2,2011,The Flats of Dupont Circle,2000 N St NW,20036,Multifamily Housing,1967,"423,631",40.5,105.8,0,1956.8,3462529.8,53348.7
990053,2001 M ST NW,POST OFFICE BOX ASSOCIATES LLC,2,2011,2001 M Street,2001M St. N.W.,20036,Office,1986,"246,096",0,,0,0,,
1000116,1120 20TH ST NW,LAFAYETTE CENTRE PROPERTY LLC,2,2011,Lafayette Center One,"1120 20th Street, NW",20036,Office,1983,"377,654",0,,0,0,,
1000118,1155 21ST ST NW,LAFAYETTE CENTRE PROPERTY LLC,2,2011,Lafayette Center Three,1155 21st Street NW,20036,Office,1986,"345,109",0,,0,0,,
1000897,2000 M ST NW,CASTLE FAMILY LP,2,2011,2000 M Street,2000 M Street NW,20036,Office,1971,"318,867",0,,0,0,,
1010058,2000 - 2040 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2011,2000 Pennsylvania Avenue,2000 Pennsylvania Avenue,20006,Office,1982,"407,245",0,,0,0,,
1040835,2020 F ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,2,2011,2020 F Street NW,2020 F Street NW,20006,Multifamily Housing,1900,"260,159",90.7,152,0,1781.59,1743062,176577.9
1050844,1815-1821 PENNSYLVANIA AV,CTTWB ASSOCIATES LP,2,2011,CTTWB,1875 Pennsylvania Avenue,20006,Office,2005,"354,331",51.8,171.7,86,2600.76,5382717.7,
1050845,1801 PENNSYLVANIA AV,1801 PA AVE LLC,2,2011,1801 Pennsylvania Ave.,1801 Pennsylvania Ave.,20006,Office,1991,"280,001",89.4,280.7,53,0,5633123,
1060048,1800 K ST NW,"RAR2-1800 K ST NW -DC,INC",2,2011,1800 K Street,"1800 K Street, NW",20006,Office,1969,"224,864",79.7,282.8,51,2536.64,5250019.8,
1060049,1835 I ST NW,CARR CRHP PROPERTIES LLC,2,2011,International Square,"1875 Eye Street, NW",20006,Office,1978,"1,177,174",51.3,173.4,87,8548.5,17692592,
1070062,1825 K ST NW,CALVIN CAFRITZ ENTERPRISES,2,2011,1825 K Street,1825 K Street NW,20006,Office,1966,"254,527",73.1,189.7,81,2098.37,3673203.6,60825.5
1070075,1801 K ST,BLENHEIM DC LLC,2,2011,Blenheim DC I LLC,"1801 K Street, NW",20006,Office,1971,"607,433",47.5,162.4,90,4084.05,8452640.4,
1070077,1845 K ST,333 MARKET EXCHANGE TWO LLC AND 123 MA EXCHANGE ONE LLC,2,2011,1875 K,"1875 K Street, NW",20006,Office,2002,"204,217",65.7,219.4,80,1899.5,3931338.3,
1150085,1333 NEW HAMPSHIRE AV NW,BP 1333 NEW HAMPSHIRE AVE LLC,2,2011,1333 New Hampshire Ave.,"1333 New Hampshire Ave., NW",20036,Office,1978,"325,215",0,,0,0,,
1160073,1919 M ST NW,1919 M STREET ASSOCIATES,2,2011,1919 M Street,"1919 M Street, NW",20036,Office,1967,"368,882",78.8,247.4,60,2967.1,6867001,
1160077,1200 19TH ST,HINES 1200 NINETEENTH STREET LLC,2,2011,Hines 1200 Nineteenth Street Benchmarking,1200 19th St. NW,20036,Office,1964,"337,192",0,,0,0,,
1220029,1957 E ST,GEORGE WASHINGTON UNIVERSITY,2,2011,Elliott School,"1957-1959 E St, NW",20052,Office,2002,"254,162",87.8,218.1,0,0,4448907.5,69870.6
1260057,1776 K ST NW,RIDDELL PROPERTIES INC,2,2011,1776 K Street NW,1776 K Street NW,22202,Office,1969,"269,993",84.4,212.4,65,2159.4,3762740,
1260060,1775 I ST NW,L&B 1775 I STREET INC,2,2011,"L&B 1775 Eye Street, LLC","1775 Eye Street, NW",20006,Office,1969,"276,356",66,206,73,1715.6,3954801,1279.442
1260061,1727 I ST NW,FARRAGUT CENTER LLC,2,2011,Farragut Center,"1725 Eye Street, NW",200062407,Office,2001,"264,000",0,,0,0,,
1260062,1700-1730 K ST,COMMERCE BUILDING ASSOC & 1730 K ST ASSOC LLC,2,2011,1700 K St NW,1700 K St NW,20052,Office,2005,"523,033",71.5,213.2,76,3613.8,8083616,22798.438
1370056,1800 - 1824 MASSACHUSETTS AV NW,1800 MASSACHUSETTS AVENUE CORP,2,2011,1800 Massachusetts Avenue NW (SEIU),"1800 Massachusetts Avenue, NW",20036,Office,1979,"219,581",64.3,216.3,82,1952.62,3983077.7,5285.6
1380803,1330 CONNECTICUT AV NW,1330 CONNECTICUT AVENUE LLC,2,2011,"1330 Connecticut Ave., NW","1330 Connecticut Ave., NW",22204,Office,1984,"335,990",71.3,233.1,78,3579.48,7016457.8,
1400090,1111 19TH ST NW,COLUMBIA DC 1111 19TH ST OFFICE PROPERTIES LLC,2,2011,1111 19th St NW,1111 19th St NW,20036,Office,1979,"348,477",72.8,,76,2414,5586933,
1400092,1850 M ST NW,MANUFACTURERS LIFE INSURANCE,2,2011,1850 M St.,"1850 M St., NW",20036,Office,1986,"259,948",60.9,202.7,87,2242.29,4640812.7,
1400093,1801 L ST NW,ELEVEN-EIGHTEEN LIMITED PARTNERSHIP,2,2011,1801 L St. N.W.,1801 L St. N.W.,20036,Office,1989,"222,847",0,,0,0,,
1400095,1800 M ST NW,PRISA ACQUISITION LLC,2,2011,1800 M Street,"1800 M Street, NW",20036,Office,1975,"613,352",0,,0,0,,
1400907,1137 - 1141 19TH ST NW,1137 19TH STREET ASSOCIATES,2,2011,Verizon - 1133 19th St,1133 19th St NW,20036,Office,2000,"247,716",82,273.9,62,2876.19,5952775.2,
1420825,1800 G ST NW,NORTHWESTERN DEVELOPMENT CO,2,2011,Northwestern Building,1800 G Street NW,20006,Office,1970,"727,483",60,190.6,87,5669.46,11096827,57860.7
1590087,1711 RHODE ISLAND AV,YOUNG MEN'S CHRISTIAN ASSOCIATION OF METROPOLITAN WASHINGTON (YMCA),2,2011,1717 Rhode Island - 2021,"1717 Rhode Island Avenue, NW",20036,Office,2004,"244,623",57.2,179.7,77,1773.2,4103780,
1610032,1134 - 1140 CONNECTICUT AV NW,WRIT 1140 CT LLC,2,2011,1140 Connecticut Ave for DDOE,"1140 Connecticut Ave, NW",20007,Office,1966,"204,068",160.9,304.5,46,2833.91,3602862.6,205473.4
1610037,1120 CONNECTICUT AV NW,JACK I BENDER & SONS,2,2011,Bender Building,1120 Connecticut Ave. NW,20036,Office,1962,"373,219",64.8,198.7,81,3220.09,6254174,4965.9
1610038,1150 CONNECTICUT AV NW,NORTHWESTERN DEVELOPMENT COMPANY B,2,2011,Connecticut Building,1150 Connecticut Ave. NW,20036,Office,1975,"204,070",79.1,207.6,79,1982.77,3448546,2936
1610039,1130 CONNECTICUT AV NW,PENZANCE 1130 PROPERTY OWNER LLC,2,2011,1130 Connecticut Avenue DDOE,1130 Connecticut Avenue,20036,Office,1986,"250,190",57.2,194.3,82,2027.34,4195927.4,
1620037,1730 M ST NW,GERALD D GROSNER,2,2011,1730 M ST,1730 M St,20002,Office,1964,"303,772",82.5,204.4,79,1951.5,3758942,61674.003
1620095,1150 17TH ST NW,1150 17TH STREET ASSOCIATES,2,2011,1150 17th Street,1150 17th Street N.W.,20036,Office,1970,"382,653",75.3,232.4,63,2542.2,5821486,5045.677
1620096,1101 CONNECTICUT AV,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),2,2011,1101 Connecticut Avenue DDOE,1101 Connecticut Avenue,20036,Office,1976,"202,878",79,263.8,0,2270.72,4699649.8,
1620099,1127 CONNECTICUT AV NW,WSRH WASHINGTON LLC,2,2011,9671n-Mayflower Renaissance,1127 Connecticut Ave Nw,20036,Hotel,1997,"628,696",105.4,238.8,46,6588.87,10150566,316622
1640035,1025 CONNECTICUT AV NW,BLAKE DEVELOPMENT COMPANY,2,2011,Blake Building,1025 Connecticut Ave. NW,20036,Office,1962,"348,428",76.8,220.1,84,3242.49,6028198,62003.3
1660032,1701 PENNSYLVANIA AV NW,ATLANTIC FREEHOLDS,2,2011,0166-0032 1701 PENN,1701 Pennsylvania Avenue NW,20006,Office,1962,"218,478",88.3,253,67,2446.16,4705447,32451
1680051,1730 PENNSYLVANIA AV NW,1730 PENN AVE LP,2,2011,1730 Pennsylvania Ave NW,1730 Pennsylvania Ave NW,20006,Office,1969,"259,838",71.7,239.4,80,2637.02,5457767.7,
1680823,1750 PENNSYLVANIA AV NW,CESC 1750 PENNSYLVANIA LLC,2,2011,1750 Pennsylvania Ave,1750 Pennsylvania Ave,20036,Office,1964,"394,372",83.3,221.7,74,2726.7,5631773,55269.708
1690070,1776 - 1742 G ST NW,WASHINGTON REAL ESTATE INVESTMENT TRUST,2,2011,1776 G Street,"1776 G Street, N.W.",20006,Office,1979,"292,396",59.3,198,0,2454.98,5080998.7,
1710033,1750 NEW YORK AV NW,UNITED UNIONS INC,2,2011,United Unions,"1750 New York Avenue, NW",20006,Office,1972,"277,553",78.8,217.2,76,3722.5,3463695,27301.381
1730809,1776 D ST NW,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,2,2011,DAR Building,"1776 D Street, NW",20006,Office,1903,"203,652",0,,0,0,,32586.181
1820828,1615 M ST,17M ASSOCIATES & DISTRICT OF COLUMBIA,2,2011,Sumner Square,1615 M Street,20036,Office,1984,"226,633",69.4,233.6,82,2228.23,4611699.7,
1830857,1101 17TH ST,1101 17TH STREET ASSOCIATES LTD,2,2011,1101 17th Street,1101 17th Street N.W.,20036,Office,1964,"322,270",94.6,221.9,70,2180.2,4022207,83340.428
1830879,1615 L ST NW,1615 L ST LLC,2,2011,1615 L Street,1615 L St NW,20036,Office,1984,"420,000",62.1,215.9,74,3691.62,7640433,
1840074,1601 K ST,PPF OFF 1601 K ST LLC,2,2011,1601 K Street,1601 K Street N. W.,20006,Office,2005,"231,423",57.3,189.9,83,1878.05,3886942.5,
1850828,1625 I ST,BFP 1625 EYE CO LLC,2,2011,1625 Eye Street,1625 Eye Street NW,20006,Office,2003,"402,621",0,,0,0,,
1960035,1201 16TH ST NW,NATIONAL EDUCATION ASSOCIATES,2,2011,National Education Association,"1201 16th St., NW",22036,Office,1957,"394,087",72.1,196.3,83,0,6304302.6,69051.2
1960834,1501 M ST,I&G DC REIT INC,2,2011,1501 M ST,1501 M ST,20005,Office,1991,"252,943",84.6,267,43,2094.2,4846764,
1970855,1152 15TH ST,MR COLUMBIA CENTER INVESTORS LLC,2,2011,Columbia Center,"1152 15th Street, NW",20005,Office,2007,"552,995",54.8,169.5,81,3014,6975419,
1980845,1030 15TH ST,1030 W. 15TH  LLC,2,2011,The Executive Building,"1030 15th Street, NW",20005,Office,1968,"416,707",46.7,126.7,85,1822.3,3795253,34367.301
1980846,1501 K ST,I B ASSOCIATES LIMITED PARTNERSHIP,2,2011,1501 K St NW,1501 K St NW,20002,Office,2001,"514,770",78.2,243,63,4144.1,9527367,5176.827
1990831,1575 I ST NW,1575 EYE STREET ASSOCIATES,2,2011,1575 Eye Street (DDOE),1575 Eye Street,20005,Office,1979,"209,252",65.5,212,84,1939.69,4014515,
1990832,1500 K ST NW,1500 K STREET LLC,2,2011,1500 K Street - The Southern Railway Building,1500 K Street NW,20005,Office,1928,"326,984",88.6,278.2,62,3289.7,7613636,
2120850,1499 MASSACHUSETTS AV,POST 1499 MASSACHUSETTS LLC,2,2011,Post Massachusetts Avenue,1499 Massachusetts Ave NW,20005,Multifamily Housing,2002,"237,796",46.6,113,0,1183.46,1967912.1,43726.6
2130017,1201 15TH ST,NATIONAL ASSOC OF HOME BUILDERS OF U S,2,2011,The National Housing Center Corporation,"1201 15th Street, NW",20005,Office,2001,"240,863",61,176.8,91,1870.89,3610786.2,23735.1
2140103,1133 15TH ST NW,1133 FIFTEENTH STREET LLC,2,2011,1133 15th Street,"1133 15th Street, NW",20005,Office,1969,"215,636",65.4,220.3,83,1607.87,4134394.8,
2140105,1125 15TH ST NW,1125 15TH STREET LLC,2,2011,1125 15th Street,"1125 15th Street, NW",20005,Office,1969,"285,264",55.4,186.1,87,2238.8,4633577.8,
2140106,1101 - 1117 15TH ST NW,1101 FIFTEENTH LLC,2,2011,1101 15th Street,"1101 15th ST, NW",20005,Office,1973,"221,350",0,,0,0,,
2140108,1110 VERMONT AV NW,1110 VERMONT LP,2,2011,1110 Vermont Ave,"1110 Vermont Ave, NW",20005,Office,1979,"319,596",56.7,189.2,88,2564.07,5306789,
2140109,1120 VERMONT AV NW,1120 VERMONT AVE ASSOCIATES LLP,2,2011,1120 Vermont Avenue,"1120 Vermont Avenue, NW",20005,Office,1979,"505,443",113.4,351,49,7698.27,15412750.4,47239.6
2140854,1177 15TH ST NW,JTCI5 MADISON HOTEL LP,2,2011,The Madison,1177 15th Street NW,20005,Hotel,1962,"215,697",145.6,327,30,2636.2,4612655,121181.971
2140859,0001 THOMAS CIR NW,THOMAS CIRCLE C F LLC,2,2011,ONE THOMAS CIRCLE,ONE THOMAS CIRCLE,20005,Office,1982,"238,444",0,,0,0,,
2160033,1015 15TH ST NW,1015 15TH STREET INC,2,2011,1015 15th Street,"1015 15th Street, NW",20005,Office,1979,"244,701",80.4,245.3,62,1950.4,4490777,1880.919
2170050,1425 K ST NW,BGW LP,2,2011,1425K,1425 K Street NW,20005,Office,2000,"253,863",83.7,279.4,60,3007.72,6224988,
2180077,1401 I ST,SRI EIGHT FRANKLIN TOWER LLC,2,2011,Franklin Towers,1401 I St,20005,Office,1991,"220,969",67.7,226.1,72,2118.56,4384715,
2180080,0901 15TH ST NW,MULLEN MANAGEMENT CO,2,2011,02180080_McPherson Building,901 15th Street NW,20005,Office,1987,"319,388",51.7,172.6,93,2336.78,4836366,
2200066,1401 H ST NW,TREA 1401 LLC,2,2011,City Center,"1401 H Street, NW",20005,Office,1992,"360,901",62.9,208.4,74,3217.16,6658453.6,
2200067,0875 15TH ST,BOWEN BUILDING LP,2,2011,875 15th St NW,875 15th St NW,20002,Office,2005,"290,867",101.2,317.7,41,3315.6,7673523,
2220022,733 15TH ST,15TH AND H STREET ASSOCIATES LLP,2,2011,15th and H Street Associates LLP,733 15th Street NW,20005,Multifamily Housing,1911,"240,129",0,,0,0,,
2220027,1415 NEW YORK AV NW,RPT 1425 NEW YORK AVE LLC,2,2011,50011 - 1425 New York Ave NW,1425 New York Ave NW,20005,Office,1992,"284,845",69.6,232.3,79,2806.23,5805816.1,
